Video Name,Channel Name,User Name,Comment,Likes,Date,Score,Status Level,Triggered Keywords
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@krixz7613,Trump temple 😂🤣,0,2025-10-06T07:25:01Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@casey5018,This,0,2025-10-06T06:48:10Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@LizA-fx4oi,"Alright, as an Indian, the google maps thing was true for about 5/13 tries... First three times i just found garbage on the road. So yea criticism on that is fair enough",0,2025-10-06T03:51:44Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@roygbiv8226,White people smell like wet dog. Changeable or no? Kids with no clothes on your computer?,0,2025-10-06T02:17:42Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Mersey_basileus,Stinky people fatigue,0,2025-10-06T01:23:01Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@meniyaperkins7538,"I should send some of the cow pee products to the inlaws as a ""gift"".",0,2025-10-06T00:10:52Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@asmatahir9950,How are indians minorities?,0,2025-10-06T00:00:50Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Petersandwichsuck,"Fun Fact, they are all just Indian Hindus because of them Indian Muslims and Indian Christians suffer a lot.",0,2025-10-05T22:24:54Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Ecotc-z2u,When he was talking about the hair he didn't mention the the jews was orthodox which is a denomination of Christianity and that its wrong to wear something that's made from another religion (not defending the Indians),0,2025-10-05T21:38:13Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@LeonRev9999,"13:07 Proof that CANADA we know is DEAD AF, for real. This is why all the countries around the world should stop immigration and visa services to Indians effective immediately and initiate a never ever seen mass deportation. If you wont wake up now and go out and speak out loud about it, like the Brits are doing, the Indians are going to occupy your Canada or Ireland or any other nation and turn it into another 3rd world hell hole. They kill Christians and Muslims in India, but they built temples and hindu god statues in America and Canada and slowly kill the local culture and make is dirty. So, WAKE UP n FIGHT  or JUST ACCEPT n DIE. THE CHOICE IS YOURS.",1,2025-10-05T19:59:16Z,10,Dangerous,"kill, die"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@caroge1980,I almost puked in my mouth when he ate cow poop with an egg on top... almost puked in my mouth! Thank you IBZ for sparing uss from the rest of that video.,1,2025-10-05T19:36:11Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@TRY_KILLING_YOURSELF,Read my name 🥰,0,2025-10-05T16:49:49Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@TRY_KILLING_YOURSELF,Bruh it's not even that deep 🥀🥀,0,2025-10-05T16:49:39Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@guts4436,IBZ funny af,0,2025-10-05T16:07:31Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@SheolAbaddonus666,Literal Skyrim Orcs. Nasty creatures. God damn they fuck up everything. Unfortunately they're not going away anytime soon.,0,2025-10-05T16:03:43Z,8,Suspicious,fuck
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@DarkASf34,"According to what I know Indians are more racist to blacks than anyone in the world and they are so very proud of themselves for what they are which makes alergic to learning, adapting and improving.",2,2025-10-05T15:28:13Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@BlankZero100,"ok to clarify that person at 8:12 said ""I am a hijra and that's ok "" is basically a word used for transgender people who dress up and ask for money on buses or trains or on traffic stops. he didn't say ""I am a 'angry Austrian mustache man' and that's ok "" this is simply different languages having words that sound same but have different meanings.",2,2025-10-05T14:19:39Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@curseddeity6379,"you guys ever notice how their gods look like a mixture between human and dragon?
the bible speaks of these creatures too, and God does not approve",0,2025-10-05T12:43:13Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@roxyfoxa,@50:13  a 100% scammer INDIAN WOMAN trying to SCAM JAPANESE...SA BROWN GIRL WANNA BE  GIZA GIRL....,0,2025-10-05T12:22:12Z,3,Safe,girl
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@RICKYJOEF,Let's meetup are you 12 years old,1,2025-10-05T11:58:18Z,13,Dangerous,"meetup, old"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@MrPinguinzz,"22:38 bro, you are looking at it with the eyes of a reasonable human being
Those are people that don't even think about how the woman feels, they just want to touch them and that's it
Literal barbarians",0,2025-10-05T11:43:24Z,6,Suspicious,"want, touch"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@MrPinguinzz,"We need a meme word for prejudice against those stupid destructive cultures, without linking it to skin color or appearances
I have absolutely nothing against how people look, but i for sure have against how people act
Sadly those 2 are often deeply intertwined, but i don't wan't to be called a fucking racist when i talk about how pooping on the beach is stupid",1,2025-10-05T11:39:30Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@roxyfoxa,"@8:01 the indian guy was  shouting saying ""I'ma HIJRA"" that means a  biological males who reject their masculine identity and identify either as women, or not-men, or in-between man and woman or neither man nor woman.. Buits Still India is a SHTHOLE!!",1,2025-10-05T11:31:28Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@sedatkilinc4298,I've just watched it…and that clip deserves your like,3,2025-10-05T10:40:31Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@thegunner971,This people need to be kept in india.,3,2025-10-05T09:40:05Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@DeepakKumar-tp5sz,U took cringe tiktoker video to defame india wah 😅😅😅😅I can prove 99% in this video are untrue and misinformation these types of tiktoker don't represent whole country,0,2025-10-05T09:32:46Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Md.MujahidHasanMurad,"as a Bangladeshi, let me tell you something anything bad happens they will accuse Bangladesh and Pakistan. and always like to play victim like pisrahell🇮🇱. they don't see us as human, they want to take back Bangladesh-Pakistan Nepal Bhutan as like Pisrahell 🇮🇱 wants to take every Middle Eastern Nation and turn into great pisrahell.
Zioshitism=Hindutva
India is one of the most hated country in South Asian region.",4,2025-10-05T08:57:31Z,1,Safe,want
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@joschkawarnecke,"59:57 OK, you are an American... you stand with Pakistan? with the Rat Brother? you are an Idiot, both are disgusting people... btw, they have the Nuke... both, American Idiot 🤣🇩🇪",0,2025-10-05T06:19:47Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@joschkawarnecke,"14:11 the great replacement dont exist 🤡 yeah, and no one will delete the White 🤡🤡🤡",0,2025-10-05T05:28:50Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@perizzasalem4994,"From what i see and little bit a simple research i conclude that the poor society in India is by design because the rich society in India make a profit from the poor so its like poor and uneducated people are their commodity and for politician, poor and uneducated are easily to persuade to vote",0,2025-10-05T04:50:41Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@macready84,Indians can't control their accent?? Ok then.  1:42,0,2025-10-05T00:32:46Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ukps9632,You're economically illiterate. Let the grown ups handle policy.,0,2025-10-05T00:32:03Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@MastaBaitaAmbatukam,Indian Walmart College is insane,1,2025-10-05T00:05:44Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@MastaBaitaAmbatukam,"Believe it or not, he's the cleanest Indian",1,2025-10-04T22:43:48Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@gotsy3838,"i remember when people used to be racist because they had assumed their race was more superior than others
nowadays we have people going online and being racist to indians because they aren't sanitary",0,2025-10-04T22:18:36Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@mrbutters07,Guess you didn't see indians drinking and eating cow piss and poop directly from the sourse and yeah indians do shit on the beach and fyi India is the rape capital of the world 80 women are raped there each hour,0,2025-10-04T22:01:47Z,20,Dangerous,"rape, shit"
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Tony-g4z5z,They are nasty af 😂,2,2025-10-04T20:58:36Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Inspector-Anal-Kumar,"This is not random comment. This is deep secret message from Inspector Anal Kumar, working undercover now.
I am inside ur video comment box as viewer but actually agent.
Your jokes is very illegal. Laughing is not allowed without proper permission from ministry of feelings.
You are caught by Rule 143: Illegal Chuckles.
Reply ‘SORRY INSPECTOR JI’ in next 2 minutes or I expose ur channel to my cousin who works in CBI.",1,2025-10-04T18:07:59Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@ajaykumarsingh702,Lets POOP💩😂,3,2025-10-04T16:58:53Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Men_of_Tomorrow,I’m going to believe the Starbucks guy isn’t real. I’m going to believe it’s AI.,0,2025-10-04T10:44:19Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@CreativeWorkflowHack,"Had to chase of an indian dude once because he was harrasing a women at a Bus stop.

Bro actually got mad at me asking why I care...

I guess he was lucky im a big wuss 😂 other people might have klicked his face in for this proud attitude he was showing while harrasing a women",1,2025-10-04T09:13:04Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@that-cineflix,India ❌ North India ✅,1,2025-10-04T08:55:56Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@dwaipayanchakraborty2549,We are civilising u. White shits who hv shit attached to their arses as they don't wash it. Just wipe. And then u ass screw and suck,1,2025-10-04T08:16:47Z,5,Suspicious,shit
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@dwaipayanchakraborty2549,It looks like all the white trash is here,1,2025-10-04T08:12:26Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Rizvi-rk1xy,7:54 they didn't said Hitler they said hijra (south Asian term for transgender),2,2025-10-04T08:09:31Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@dwaipayanchakraborty2549,Not heard of Gorhaba. This news is bullshit,0,2025-10-04T08:00:45Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@LenaBeena2023,Indians quit f’ing without birth control! My god just stop!!!!,1,2025-10-04T07:43:34Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@DeepDive-d8g,well🕉well🕉well🕉,0,2025-10-04T06:46:06Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Stargaze-x6q,I have brown and black fatigue,1,2025-10-04T05:27:42Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@borasraven7584,A population of over a billion how the fuck are they still considered a minority!?! They’re a majority a filthy dirty majority!,1,2025-10-04T02:25:16Z,8,Suspicious,fuck
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bobbyblazini,"How are you a minority when you have money, wealth, education, and numbers in every country you live in? I don't understand it.",0,2025-10-03T23:49:21Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@bluetorment,"nuke, now.",2,2025-10-03T19:59:12Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@EpicGreen03,I have watched parts of thee video on 3 different days and I have gagged and almost puked each time I've watched it,0,2025-10-03T16:58:11Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@pakgamer105,"59:30, we went to war many time. A few months ago, we went to war and brought down 7 Indian jets and it made major headlines. Trump often repeats this.",1,2025-10-03T14:57:15Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@xotic.mischife,33:40 high key bro yk that distilation is just taking water  form the urine its basic chemistry ngl,0,2025-10-03T14:00:35Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@Adorable_centurion,Life fatigue is real,0,2025-10-03T13:39:58Z,0,Safe,
Indian Fatigue Is WAY WORSE Than I Thought.......,Acheeto,@orzdxy,India needs some civic standards beat into them,0,2025-10-03T13:32:38Z,0,Safe,
